Title,Cen_Desf,Fund_Teor,Clar_Res,Ilustr,Repos,Qualid,Total,QP_count,QPs
OTMatch: Improving Semi-Supervised Learning with Optimal Transport,2,3,3,2,0,2,12,4,"QP1,QP3,QP6,QS2"
Enhancing CLIP with CLIP: Exploring Pseudolabeling for Limited-Label Prompt Tuning,2,3,3,2,0,2,12,4,"QP1,QP3,QP6,QS2"
The Dialog Must Go On: Improving Visual Dialog via Generative Self-Training,2,3,3,2,1,2,13,5,"QP1,QP3,QP6,QP7,QS2"
Describe Anything: Detailed Localized Image and Video Captioning,2,3,3,2,1,2,13,5,"QP1,QP3,QP6,QP7,QS2"
Unlock the Power of Unlabeled Data in Language Driving Model,2,2,2,2,0,1,9,5,"QP1,QP2,QP3,QP6,QS2"
NoiseBoost: Alleviating Hallucination with Noise Perturbation for MLLMs,2,2,2,2,1,2,11,4,"QP1,QP3,QP6,QS3"
Multi-dimensional Fusion and Consistency for Semi-supervised Medical Image Segmentation,2,2,3,2,1,2,12,6,"QP1,QP3,QP6,QS2,QS3,QS4"
3D CoCa: Contrastive Learners are 3D Captioners,0,2,2,2,1,2,9,4,"QP1,QP6,QP7,QS2"
STING-BEE: VLM for Real-World X-ray Baggage Security Inspection,0,3,3,2,1,2,11,4,"QP1,QP6,QP7,QS2"
AutoRad-Lung: Radiomic-Guided Prompting for Lung Nodule Malignancy Prediction,1,2,2,2,0,1,8,4,"QP1,QP6,QS2,QS4"
Advancing Chronic TB Diagnostics Using Vision-Language Models,1,2,2,2,0,1,8,6,"QP1,QP6,QP7,QS2,QS3,QS4"
PARIC: Probabilistic Attention Regularization for Language Guided Image Classification,1,2,2,2,0,1,8,4,"QP1,QP5,QP6,QS2"
From Dataset to Real-world: General 3D Object Detection via Cross-domain Few-shot Learning,2,2,2,2,1,2,11,5,"QP1,QP6,QS1,QS2,QS3"
Advancing Multimodal In-Context Learning in Large Vision-Language Models,2,3,3,2,0,2,12,6,"QP1,QP3,QP5,QP6,QP7,QS2"
SDRT: Enhance VLMs by Self-Distillation with Diverse Reasoning Traces,1,3,3,2,0,2,11,6,"QP1,QP5,QP6,QP7,QS2,QS4"
Pathology Report Generation and Multimodal Representation for Cutaneous Melanocytic Lesions,1,3,3,2,1,2,12,7,"QP1,QP5,QP6,QP7,QS2,QS3,QS4"
MambaTron: Efficient Cross-Modal Point Cloud Enhancement,0,2,2,2,0,1,7,4,"QP1,QP5,QP6,QS2"
CILP-FGDI: Exploiting VLM for Generalizable Person Re-Identification,2,3,3,2,1,2,13,5,"QP1,QP5,QP6,QS2,QS3"
Multimodal Whole Slide Foundation Model for Pathology,2,3,3,2,1,2,13,9,"QP1,QP3,QP5,QP6,QP7,QS1,QS2,QS3,QS4"
KALE: An Artwork Image Captioning System Augmented with Heterogeneous Graph,1,2,3,2,1,2,11,8,"QP1,QP2,QP5,QP6,QP7,QS1,QS2,QS3"
ViG-Bias: Visually Grounded Bias Discovery and Mitigation,1,2,2,2,1,1,9,4,"QP1,QP5,QP6,QS1"
DELAN: Dual-Level Alignment for VLN by Cross-Modal Contrastive Learning,1,2,2,1,1,1,8,4,"QP1,QP3,QP6,QS2"
IQAGPT: Image Quality Assessment with VL and ChatGPT Models,1,2,2,2,0,1,8,5,"QP1,QP5,QP6,QP7,QS4"
CLIP-guided Federated Learning on Heterogeneous and Long-Tailed Data,2,2,2,2,0,1,9,5,"QP1,QP5,QP6,QS2,QS3"
Uni3DL: Unified Model for 3D and Language Understanding,1,3,3,2,0,2,11,5,"QP1,QP5,QP6,QP7,QS2"
Customize StyleGAN with One Hand Sketch,0,2,2,2,0,0,6,3,"QP1,QP5,QP6"
Text-Only Training for Visual Storytelling,2,2,3,2,0,2,11,7,"QP1,QP2,QP3,QP5,QP6,QS2,QS3"
Set-level Guidance Attack: Boosting Adversarial Transferability of VLP Models,0,2,3,2,1,0,8,3,"QP1,QP6,QP7"
An Empirical Study of Multimodal Model Merging,0,2,2,2,1,1,8,4,"QP1,QP6,QP7,QS2"
Visually-Prompted Language Model for Fine-Grained Scene Graph Generation,1,2,2,2,1,2,10,5,"QP1,QP2,QP6,QS2,QS3"
MedUnifier: Unifying VLP on Medical Data with Vision Generation Task,1,3,3,2,0,2,11,5,"QP1,QP6,QP7,QS2,QS4"
One Perturbation is Enough: Universal Adversarial Perturbations against VLP,0,2,2,2,1,1,8,4,"QP1,QP6,QP7,QS2"
SQ-LLaVA: Self-Questioning for Large Vision-Language Assistant,1,2,3,2,0,2,10,5,"QP1,QP6,QP7,QS1,QS2"
3D Scene Graph Guided Vision-Language Pre-training,1,2,2,2,0,1,8,4,"QP1,QP2,QP6,QS2"
Graph based Environment Representation for Vision-and-Language Navigation,1,2,2,1,0,1,7,4,"QP1,QP2,QP6,QS2"
Robustness of Fusion-based Multimodal Classifiers to Cross-Modal Content Dilutions,1,2,2,2,1,1,9,4,"QP1,QP6,QP7,QS2"
ROSITA: Enhancing VL Semantic Alignments via Cross- and Intra-modal Knowledge,0,3,3,2,1,2,11,4,"QP1,QP2,QP6,QP7"
COMPACT: COMPositional Atomic-to-Complex Visual Capability Tuning,1,2,3,2,0,2,10,5,"QP1,QP5,QP6,QP7,QS3"
REF-VLM: Triplet-Based Referring Paradigm for Unified Visual Decoding,1,3,3,2,1,2,12,5,"QP1,QP5,QP6,QP7,QS3"
Taking Notes Brings Focus? Multi-Turn Multimodal Dialogue Learning,0,2,2,2,0,0,6,3,"QP1,QP5,QP6"
PolyPath: Multi-slide Pathology Report Generation,1,3,3,2,0,2,11,4,"QP1,QP6,QP7,QS4"
Leveraging Retrieval-Augmented Tags for Large VL Understanding,0,2,2,2,0,0,6,3,"QP1,QP6,QP7"
Beyond Sight: Towards Cognitive Alignment in LVLM via Enriched Visual Knowledge,0,2,2,2,0,0,6,3,"QP1,QP5,QP6"
One VLM to Keep it Learning: Data-free Continual VQA,2,2,2,2,0,1,9,4,"QP1,QP3,QP6,QP7"
Vision-Language Models Can Self-Improve Reasoning via Reflection,1,3,3,2,1,2,12,5,"QP1,QP3,QP6,QP7,QS1"
Dreaming Out Loud: Self-Synthesis Approach for Training VLMs,2,2,2,1,0,1,8,4,"QP1,QP6,QP7,QS3"
LatteCLIP: Unsupervised CLIP Fine-Tuning via LMM-Synthetic Texts,2,2,2,2,1,2,11,4,"QP1,QP3,QP6,QS3"
HELPD: Mitigating Hallucination of LVLMs by Hierarchical Feedback Learning,0,2,2,2,0,0,6,3,"QP1,QP6,QP7"
Multi-Modal Instruction-Tuning for Semiconductor Electron Micrograph Analysis,2,2,1,1,0,0,6,3,"QP1,QP6,QP7"
MuAP: Multi-step Adaptive Prompt Learning for VLM with Missing Modality,1,2,2,2,0,0,7,3,"QP1,QP6,QP7"
Foundational Model for Electron Micrograph Analysis,1,1,2,1,0,1,6,4,"QP1,QP6,QP7,QS3"
UniFashion: Unified VLM for Multimodal Fashion Retrieval and Generation,1,2,3,2,1,0,9,3,"QP1,QP6,QP7"
Context-aware Visual Storytelling with Visual Prefix Tuning and Contrastive Learning,0,2,2,2,0,0,6,3,"QP1,QP6,QP7"
Vitron: A Unified Pixel-level Vision LLM,0,3,3,2,1,0,9,3,"QP1,QP6,QP7"
InstructG2I: Synthesizing Images from Multimodal Attributed Graphs,1,2,2,2,1,1,9,4,"QP1,QP2,QP6,QP7"
Optimus-1: Hybrid Multimodal Memory Empowered Agents,0,2,2,2,1,0,7,3,"QP1,QP2,QP7"
LLARVA: Vision-Action Instruction Tuning Enhances Robot Learning,1,2,2,2,1,1,9,4,"QP1,QP6,QP7,QS3"
Ovis: Structural Embedding Alignment for Multimodal LLM,0,2,3,2,1,2,10,5,"QP1,QP6,QP7,QS1,QS2"
Dr-LLaVA: Visual Instruction Tuning with Symbolic Clinical Grounding,2,2,2,2,1,2,11,6,"QP1,QP2,QP6,QP7,QS3,QS4"
Cephalo: Multi-Modal VLMs for Bio-Inspired Materials Analysis and Design,1,2,2,2,1,1,9,7,"QP1,QP2,QP6,QP7,QS1,QS2,QS4"
A Self-Correcting Vision-Language-Action Model for Fast and Slow System Manipulation,0,3,2,2,1,2,10,5,"QP1,QP5,QP6,QP7,QS1"
LEGENT: Open Platform for Embodied Agents,0,2,2,2,1,1,8,4,"QP1,QP6,QP7,QS1"
TinyChart: Efficient Chart Understanding with Visual Token Merging,0,2,2,2,0,0,6,3,"QP1,QP6,QP7"
Beyond Embeddings: The Promise of Visual Table in Visual Reasoning,0,2,2,2,0,1,7,4,"QP1,QP5,QP6,QP7"
A Multimodal Approach for Cross-Domain Image Retrieval,1,2,2,2,0,0,7,3,"QP1,QP6,QP7"
Enhancing Visual Document Understanding with Contrastive Learning in Large VLMs,0,2,2,2,0,1,7,4,"QP1,QP6,QP7,QS4"
GSVA: Generalized Segmentation via Multimodal Large Language Models,0,2,3,2,1,0,8,3,"QP1,QP6,QP7"
PlayFusion: Skill Acquisition via Diffusion from Language-Annotated Play,1,3,2,2,1,2,11,4,"QP1,QP6,QP7,QS1"
Monkey: Image Resolution and Text Label for Large Multi-modal Models,0,2,3,2,1,2,10,5,"QP1,QP5,QP6,QP7,QS1"
Octopus: Embodied Vision-Language Programmer from Environmental Feedback,1,3,2,2,1,2,11,6,"QP1,QP4,QP6,QP7,QS1,QS3"
InstructionGPT-4: A 200-Instruction Paradigm for Fine-Tuning MiniGPT-4,2,1,2,2,1,1,9,4,"QP1,QP6,QP7,QS2"
ViLLA: Fine-Grained Vision-Language Representation from Real-World Data,2,2,2,2,1,2,11,7,"QP1,QP3,QP6,QP7,QS1,QS3,QS4"
UniBriVL: Robust Universal Representation and Generation of Audio Driven Diffusion,0,2,2,2,0,0,6,3,"QP1,QP6,QP7"
SCITUNE: Aligning LLMs with Scientific Multimodal Instructions,1,2,2,2,1,1,9,4,"QP1,QP6,QP7,QS4"
LLaVA-Med: Training a Large Language-and-Vision Assistant for Biomedicine in One Day,2,2,3,2,1,2,12,4,"QP1,QP6,QP7,QS4"
Scene Graph as Pivoting: Unsupervised Multimodal Machine Translation,1,3,3,2,1,2,12,5,"QP1,QP2,QP6,QP7,QS1"
Multimodal Graph Transformer for Multimodal Question Answering,1,2,2,2,1,2,10,6,"QP1,QP2,QP6,QP7,QS2,QS4"
Visual Instruction Tuning (LLaVA),1,3,3,2,1,2,12,4,"QP1,QP6,QP7,QS2"
Few-shot Multimodal Multitask Multilingual Learning,2,2,2,1,0,1,8,6,"QP1,QP3,QP6,QP7,QS2,QS3"
Unified-IO 2: Scaling Autoregressive Multimodal Models,0,3,3,2,1,2,11,4,"QP1,QP6,QP7,QS2"
VL-GPT: Generative Pre-trained Transformer for Vision and Language,0,3,2,2,1,2,10,4,"QP1,QP6,QP7,QS2"
SelfGraphVQA: Self-Supervised Graph Neural Network for Scene-based QA,2,2,2,2,0,1,9,5,"QP1,QP2,QP5,QP6,QS3"
Coarse-to-Fine Contrastive Learning in Image-Text-Graph Space,1,3,3,2,1,2,12,6,"QP1,QP2,QP5,QP6,QP7,QS2"
Composing Ensembles of Pre-trained Models via Iterative Consensus,1,2,2,2,1,1,9,4,"QP1,QP6,QP7,QS2"
Unified Multimodal Pre-training and Prompt-based Tuning for VL,1,3,2,2,1,2,11,5,"QP1,QP6,QP7,QS2,QS3"
MAGMA: Multimodal Augmentation of Generative Models through Adapter-based Finetuning,1,2,2,2,1,1,9,4,"QP1,QP6,QP7,QS2"
Multimodal Few-Shot Learning with Frozen Language Models (Flamingo),1,3,3,2,0,2,11,4,"QP1,QP6,QP7,QS2"
Unifying Vision-and-Language Tasks via Text Generation (VL-T5),0,3,3,2,1,2,11,4,"QP1,QP6,QP7,QS2"
CoCa: Contrastive Captioners are Image-Text Foundation Models,0,3,3,2,1,2,11,4,"QP1,QP6,QP7,QS2"
Improving Image Captioning with Better Use of Captions,1,2,2,2,1,1,9,6,"QP1,QP2,QP5,QP6,QS1,QS2"
HyperCLIP: Adapting Vision-Language models with Hypernetworks,1,2,2,1,0,1,7,4,"QP1,QP6,QP7,QS2"
Visual Lexicon: Rich Image Features in Language Space,0,2,2,2,0,1,7,4,"QP1,QP6,QP7,QS2"
CLIP meets DINO for Tuning Zero-Shot Classifier using Unlabeled Images,2,2,2,2,1,2,11,5,"QP1,QP3,QP6,QS2,QS3"
Tackling Vision Language Tasks Through Learning Inner Monologues,1,2,2,1,0,1,7,4,"QP1,QP5,QP6,QS3"
StorSeismic: A new paradigm in deep learning for seismic processing,1,2,2,1,1,1,8,4,"QP1,QP5,QP6,QS3"
Labeled Data Generation with Inexact Supervision,2,2,2,1,1,1,9,6,"QP1,QP2,QP3,QP6,QS2,QS3"
Efficiency-oriented approaches for self-supervised speech representation learning,0,2,2,1,0,0,5,3,"QP1,QP6,QP7"
GOFA: A Generative One-For-All Model for Joint Graph Language Modeling,1,3,2,2,1,2,11,4,"QP1,QP2,QP6,QS2"
BatchSampler: Sampling Mini-Batches for Contrastive Learning,1,2,2,1,1,0,7,3,"QP1,QP2,QP6"
